lon,lat,areaCode,areaName
35.809788,129.560384,S1131200,경북남부앞바다
36.059318,129.454447,S2120300,경북남부앞바다중 연안바다
35.774634,129.690398,S2110100,경북남부앞바다중 평수구역
36.387325,129.654429,S1131300,경북북부앞바다
36.294878,129.482274,S2120100,경북북부앞바다중 연안바다
36.493402,129.495165,S2120200,경북북부앞바다중 영덕연안바다
34.531913,128.689137,S1312000,남해동부먼바다
33.851375,128.946245,S1312020,남해동부바깥먼바다
34.351681,128.701992,S1312010,남해동부안쪽먼바다
34.701187,128.509161,S1311000,남해동부앞바다
33.949971,128.352986,S1322200,남해서부동쪽먼바다
33.786442,127.340119,S1322100,남해서부서쪽먼바다
34.060758,127.262747,S2330100,남해서부서쪽먼바다중 추자도연안바다
34.380643,127.150206,S1321000,남해서부앞바다
35.897904,129.719133,S1132100,동해남부남쪽먼바다
35.949824,130.353147,S1132120,동해남부남쪽바깥먼바다
36.05356,120.053949,S1132110,동해남부남쪽안쪽먼바다
36.918397,129.655019,S1132200,동해남부북쪽먼바다
37.020845,130.381642,S1132220,동해남부북쪽바깥먼바다
37.060649,130.046825,S1132210,동해남부북쪽안쪽먼바다
36.907006,129.519668,S1131000,동해남부앞바다
37.299032,129.761875,S1152000,동해중부먼바다
37.235576,131.144904,S1152020,동해중부바깥먼바다
37.220381,130.3052,S1152010,동해중부안쪽먼바다
37.208308,129.491173,S1151000,동해중부앞바다
35.127129,129.29262,S1311100,부산앞바다
35.193613,129.412805,S2310100,부산앞바다중 동부평수구역
34.959561,129.028417,S2310200,부산앞바다중 서부평수구역
35.13413,129.15172,S2320100,부산앞바다중 연안바다
34.893354,123.934072,S1232200,서해남부남쪽먼바다
35.016999,124.633515,S1232220,서해남부남쪽바깥먼바다
34.915849,125.154668,S1232210,서해남부남쪽안쪽먼바다
34.079452,125.634678,S2211200,서해남부남쪽먼바다중 조도부근평수구역
35.887376,126.111015,S1232100,서해남부북쪽먼바다
35.977795,125.544083,S1232120,서해남부북쪽바깥먼바다
35.929121,125.853319,S1232110,서해남부북쪽안쪽먼바다
37.03536,126.073544,S1231000,서해남부앞바다
36.651321,125.305528,S1252000,서해중부먼바다
36.607296,124.551227,S1252020,서해중부바깥먼바다
36.464043,125.744395,S1252010,서해중부안쪽먼바다
36.464043,126100973,S1251000,서해중부앞바다
37.538466,130.853236,S2121000,울릉도북면연안바다
37.476935,130.801246,S2120900,울릉도서면연안바다
37.477601,130.911096,S2120800,울릉도울릉읍연안바다
35.453747,129.47914,S1131100,울산앞바다
35.481671,129.389995,S2120400,울산앞바다중 연안바다
35.423019,129.736288,S2110200,울산앞바다중 평수구역
37.337784,126.470781,S1251200,인천·경기남부앞바다
37.302595,125.959463,S2211100,인천·경기남부앞바다중 먼평수구역
37.329966,126.239705,S2211000,인천·경기남부앞바다중 앞평수구역
37.341693,126.470781,S1251100,인천·경기북부앞바다
37.591438,125.826718,S2210900,인천·경기북부앞바다중 먼평수구역
37.59923,126.156124,S2210800,인천·경기북부앞바다중 앞평수구역
37.458865,126.082376,S2212000,인천·경기북부앞바다중 평수구역
34.473126,127.623955,S1231500,전남남부서해앞바다
34.140526,126.075668,S2210500,전남남부서해앞바다중 평수구역
34.97198,126.043329,S1321200,전남동부남해앞바다
34.346089,127.921548,S2310900,전남동부남해앞바다중 동부평수구역
34.274989,127.577239,S2310800,전남동부남해앞바다중 서부평수구역
35.337986,126.150504,S1231300,전남북부서해앞바다
35.436495,126.094796,S2210300,전남북부서해앞바다중 평수구역
34.501213,127.94393,S1321100,전남서부남해앞바다
35.04593,125.817436,S2310700,전남서부남해앞바다중 평수구역
34.298802,126280912,S1231400,전남중부서해앞바다
34.140526,125.740923,S2211300,전남중부서해앞바다중 먼평수구역
34.286117,125.535629,S2211400,전남중부서해앞바다중 앞평수구역
35.730176,126.172336,S1231200,전북남부앞바다
35.665774,126.326989,S2210200,전북남부앞바다중 평수구역
35.997676,126.129789,S1231100,전북북부앞바다
35.93419,126.42087,S2210100,전북북부앞바다중 평수구역
33.185159,126.598159,S1323300,제주도남부앞바다
33.219832,126.57932,S2320700,제주도남부앞바다중 연안바다
33.03062,126.620796,S1324000,제주도남쪽먼바다
33.174833,126.58493,S1324020,제주도남쪽바깥먼바다
33.330887,126.939873,S1324110,제주도남동쪽안쪽먼바다
33.175906,126.289949,S1324210,제주도남서쪽안쪽먼바다
33.479136,127.106819,S1323200,제주도동부앞바다
33.395715,126.918118,S2321000,제주도동부앞바다중 남동연안바다
33.538371,126.894166,S2320900,제주도동부앞바다중 북동연안바다
33.508903,126.974416,S2330200,제주도동부앞바다중 우도연안바다
33.649859,126.519575,S1323100,제주도북부앞바다
33.536169,126.508783,S2320400,제주도북부앞바다중 연안바다
33.283314,126.024317,S1323400,제주도서부앞바다
33.171474,126.271816,S2330300,제주도서부앞바다중 가파도연안바다
33.194674,126.242415,S2320620,제주도서부앞바다중 남서연안바다
33.390155,126.207388,S2320610,제주도서부앞바다중 북서연안바다
33.713727,126.482673,S1323000,제주도앞바다
36.596278,126.417255,S2211500,천수만 평수구역
36.35781,126.385782,S1251400,충남남부앞바다
36.351409,126.312192,S2210700,충남남부앞바다중 평수구역
36.685623,126.252321,S1251300,충남북부앞바다
36.702643,126.263639,S2210600,충남북부앞바다중 평수구역
